t,time,next_erupt_time,wait_time_minutes
2007-06-27 12:00,2007-06-27T12:00:00Z,2007-06-27T10:36:00Z,84
2007-06-27 13:24,2007-06-27T13:24:00Z,2007-06-27T12:00:00Z,84
2007-06-27 14:48,2007-06-27T14:48:00Z,2007-06-27T13:24:00Z,84
2007-06-27 16:24,2007-06-27T16:24:00Z,2007-06-27T14:48:00Z,96
2007-06-27 17:48,2007-06-27T17:48:00Z,2007-06-27T16:24:00Z,84
2007-06-27 19:18,2007-06-27T19:18:00Z,2007-06-27T17:48:00Z,90
2007-06-27 20:54,2007-06-27T20:54:00Z,2007-06-27T19:18:00Z,96
2007-06-27 22:36,2007-06-27T22:36:00Z,2007-06-27T20:54:00Z,102
2007-06-28 0:06,2007-06-28T00:06:00Z,2007-06-27T22:36:00Z,90
2007-06-28 1:54,2007-06-28T01:54:00Z,2007-06-28T00:06:00Z,108
2007-06-28 3:30,2007-06-28T03:30:00Z,2007-06-28T01:54:00Z,96
2007-06-28 5:18,2007-06-28T05:18:00Z,2007-06-28T03:30:00Z,108
2007-06-28 6:36,2007-06-28T06:36:00Z,2007-06-28T05:18:00Z,78
2007-06-28 8:06,2007-06-28T08:06:00Z,2007-06-28T06:36:00Z,90
2007-06-28 9:30,2007-06-28T09:30:00Z,2007-06-28T08:06:00Z,84
2007-06-28 10:54,2007-06-28T10:54:00Z,2007-06-28T09:30:00Z,84
2007-06-28 12:24,2007-06-28T12:24:00Z,2007-06-28T10:54:00Z,90
2007-06-28 13:54,2007-06-28T13:54:00Z,2007-06-28T12:24:00Z,90
2007-06-28 15:24,2007-06-28T15:24:00Z,2007-06-28T13:54:00Z,90
2007-06-28 17:00,2007-06-28T17:00:00Z,2007-06-28T15:24:00Z,96
2007-06-28 18:36,2007-06-28T18:36:00Z,2007-06-28T17:00:00Z,96
2007-06-28 20:06,2007-06-28T20:06:00Z,2007-06-28T18:36:00Z,90
2007-06-28 21:36,2007-06-28T21:36:00Z,2007-06-28T20:06:00Z,90
2007-06-28 23:00,2007-06-28T23:00:00Z,2007-06-28T21:36:00Z,84
2007-06-29 0:36,2007-06-29T00:36:00Z,2007-06-28T23:00:00Z,96
2007-06-29 2:06,2007-06-29T02:06:00Z,2007-06-29T00:36:00Z,90
2007-06-29 3:36,2007-06-29T03:36:00Z,2007-06-29T02:06:00Z,90
2007-06-29 5:12,2007-06-29T05:12:00Z,2007-06-29T03:36:00Z,96
2007-06-29 6:42,2007-06-29T06:42:00Z,2007-06-29T05:12:00Z,90
2007-06-29 8:06,2007-06-29T08:06:00Z,2007-06-29T06:42:00Z,84
2007-06-29 9:36,2007-06-29T09:36:00Z,2007-06-29T08:06:00Z,90
2007-06-29 11:00,2007-06-29T11:00:00Z,2007-06-29T09:36:00Z,84
2007-06-29 12:30,2007-06-29T12:30:00Z,2007-06-29T11:00:00Z,90
2007-06-29 14:12,2007-06-29T14:12:00Z,2007-06-29T12:30:00Z,102
2007-06-29 15:36,2007-06-29T15:36:00Z,2007-06-29T14:12:00Z,84
2007-06-29 17:12,2007-06-29T17:12:00Z,2007-06-29T15:36:00Z,96
2007-06-29 18:42,2007-06-29T18:42:00Z,2007-06-29T17:12:00Z,90
2007-06-29 20:00,2007-06-29T20:00:00Z,2007-06-29T18:42:00Z,78
2007-06-29 21:30,2007-06-29T21:30:00Z,2007-06-29T20:00:00Z,90
2007-06-29 23:00,2007-06-29T23:00:00Z,2007-06-29T21:30:00Z,90
2007-06-30 0:48,2007-06-30T00:48:00Z,2007-06-29T23:00:00Z,108
2007-06-30 2:06,2007-06-30T02:06:00Z,2007-06-30T00:48:00Z,78
2007-06-30 3:30,2007-06-30T03:30:00Z,2007-06-30T02:06:00Z,84
2007-06-30 4:54,2007-06-30T04:54:00Z,2007-06-30T03:30:00Z,84
2007-06-30 6:30,2007-06-30T06:30:00Z,2007-06-30T04:54:00Z,96
2007-06-30 8:00,2007-06-30T08:00:00Z,2007-06-30T06:30:00Z,90
2007-06-30 9:36,2007-06-30T09:36:00Z,2007-06-30T08:00:00Z,96
2007-06-30 11:12,2007-06-30T11:12:00Z,2007-06-30T09:36:00Z,96
2007-06-30 12:36,2007-06-30T12:36:00Z,2007-06-30T11:12:00Z,84
2007-06-30 14:00,2007-06-30T14:00:00Z,2007-06-30T12:36:00Z,84
2007-06-30 15:00,2007-06-30T15:00:00Z,2007-06-30T14:00:00Z,60
2007-06-30 16:42,2007-06-30T16:42:00Z,2007-06-30T15:00:00Z,102
2007-06-30 18:12,2007-06-30T18:12:00Z,2007-06-30T16:42:00Z,90
2007-06-30 19:48,2007-06-30T19:48:00Z,2007-06-30T18:12:00Z,96
2007-06-30 21:18,2007-06-30T21:18:00Z,2007-06-30T19:48:00Z,90
2007-06-30 22:48,2007-06-30T22:48:00Z,2007-06-30T21:18:00Z,90
2007-07-01 0:36,2007-07-01T00:36:00Z,2007-06-30T22:48:00Z,108
2007-07-01 1:48,2007-07-01T01:48:00Z,2007-07-01T00:36:00Z,72
2007-07-01 3:30,2007-07-01T03:30:00Z,2007-07-01T01:48:00Z,102
2007-07-01 4:54,2007-07-01T04:54:00Z,2007-07-01T03:30:00Z,84
2007-07-01 6:30,2007-07-01T06:30:00Z,2007-07-01T04:54:00Z,96
2007-07-01 8:12,2007-07-01T08:12:00Z,2007-07-01T06:30:00Z,102
2007-07-01 9:30,2007-07-01T09:30:00Z,2007-07-01T08:12:00Z,78
2007-07-01 11:12,2007-07-01T11:12:00Z,2007-07-01T09:30:00Z,102
2007-07-01 12:36,2007-07-01T12:36:00Z,2007-07-01T11:12:00Z,84
2007-07-01 14:12,2007-07-01T14:12:00Z,2007-07-01T12:36:00Z,96
2007-07-01 15:36,2007-07-01T15:36:00Z,2007-07-01T14:12:00Z,84
2007-07-01 17:06,2007-07-01T17:06:00Z,2007-07-01T15:36:00Z,90
2007-07-01 18:30,2007-07-01T18:30:00Z,2007-07-01T17:06:00Z,84
2007-07-01 20:06,2007-07-01T20:06:00Z,2007-07-01T18:30:00Z,96
2007-07-01 21:30,2007-07-01T21:30:00Z,2007-07-01T20:06:00Z,84
2007-07-01 22:36,2007-07-01T22:36:00Z,2007-07-01T21:30:00Z,66
2007-07-02 0:18,2007-07-02T00:18:00Z,2007-07-01T22:36:00Z,102
2007-07-02 1:54,2007-07-02T01:54:00Z,2007-07-02T00:18:00Z,96
2007-07-02 3:24,2007-07-02T03:24:00Z,2007-07-02T01:54:00Z,90
2007-07-02 4:30,2007-07-02T04:30:00Z,2007-07-02T03:24:00Z,66
2007-07-02 6:00,2007-07-02T06:00:00Z,2007-07-02T04:30:00Z,90
2007-07-02 7:36,2007-07-02T07:36:00Z,2007-07-02T06:00:00Z,96
2007-07-02 8:54,2007-07-02T08:54:00Z,2007-07-02T07:36:00Z,78
2007-07-02 10:30,2007-07-02T10:30:00Z,2007-07-02T08:54:00Z,96
2007-07-02 11:48,2007-07-02T11:48:00Z,2007-07-02T10:30:00Z,78
2007-07-02 13:24,2007-07-02T13:24:00Z,2007-07-02T11:48:00Z,96
2007-07-02 14:54,2007-07-02T14:54:00Z,2007-07-02T13:24:00Z,90
2007-07-02 16:00,2007-07-02T16:00:00Z,2007-07-02T14:54:00Z,66
2007-07-02 17:24,2007-07-02T17:24:00Z,2007-07-02T16:00:00Z,84
2007-07-02 18:30,2007-07-02T18:30:00Z,2007-07-02T17:24:00Z,66
2007-07-02 20:06,2007-07-02T20:06:00Z,2007-07-02T18:30:00Z,96
2007-07-02 21:30,2007-07-02T21:30:00Z,2007-07-02T20:06:00Z,84
2007-07-02 23:06,2007-07-02T23:06:00Z,2007-07-02T21:30:00Z,96
2007-07-03 0:42,2007-07-03T00:42:00Z,2007-07-02T23:06:00Z,96
2007-07-03 2:00,2007-07-03T02:00:00Z,2007-07-03T00:42:00Z,78
2007-07-03 3:36,2007-07-03T03:36:00Z,2007-07-03T02:00:00Z,96
2007-07-03 5:06,2007-07-03T05:06:00Z,2007-07-03T03:36:00Z,90
2007-07-03 6:06,2007-07-03T06:06:00Z,2007-07-03T05:06:00Z,60
2007-07-03 7:36,2007-07-03T07:36:00Z,2007-07-03T06:06:00Z,90
2007-07-03 9:06,2007-07-03T09:06:00Z,2007-07-03T07:36:00Z,90
2007-07-03 10:36,2007-07-03T10:36:00Z,2007-07-03T09:06:00Z,90
2007-07-03 12:06,2007-07-03T12:06:00Z,2007-07-03T10:36:00Z,90
2007-07-03 12:36,2007-07-03T12:36:00Z,2007-07-03T12:06:00Z,30
2007-07-03 13:36,2007-07-03T13:36:00Z,2007-07-03T12:36:00Z,60
2007-07-03 14:00,2007-07-03T14:00:00Z,2007-07-03T13:36:00Z,24
2007-07-03 14:24,2007-07-03T14:24:00Z,2007-07-03T14:00:00Z,24
2007-07-03 15:12,2007-07-03T15:12:00Z,2007-07-03T14:24:00Z,48
2007-07-03 15:36,2007-07-03T15:36:00Z,2007-07-03T15:12:00Z,24
2007-07-03 16:30,2007-07-03T16:30:00Z,2007-07-03T15:36:00Z,54
2007-07-03 18:06,2007-07-03T18:06:00Z,2007-07-03T16:30:00Z,96
2007-07-03 19:30,2007-07-03T19:30:00Z,2007-07-03T18:06:00Z,84
2007-07-03 21:06,2007-07-03T21:06:00Z,2007-07-03T19:30:00Z,96
2007-07-03 22:36,2007-07-03T22:36:00Z,2007-07-03T21:06:00Z,90
2007-07-04 0:06,2007-07-04T00:06:00Z,2007-07-03T22:36:00Z,90
2007-07-04 1:42,2007-07-04T01:42:00Z,2007-07-04T00:06:00Z,96
2007-07-04 2:42,2007-07-04T02:42:00Z,2007-07-04T01:42:00Z,60
2007-07-04 4:12,2007-07-04T04:12:00Z,2007-07-04T02:42:00Z,90
2007-07-04 5:48,2007-07-04T05:48:00Z,2007-07-04T04:12:00Z,96
2007-07-04 7:18,2007-07-04T07:18:00Z,2007-07-04T05:48:00Z,90
2007-07-04 8:42,2007-07-04T08:42:00Z,2007-07-04T07:18:00Z,84
2007-07-04 10:12,2007-07-04T10:12:00Z,2007-07-04T08:42:00Z,90
2007-07-04 11:42,2007-07-04T11:42:00Z,2007-07-04T10:12:00Z,90
2007-07-04 13:18,2007-07-04T13:18:00Z,2007-07-04T11:42:00Z,96
2007-07-04 14:54,2007-07-04T14:54:00Z,2007-07-04T13:18:00Z,96
2007-07-04 16:18,2007-07-04T16:18:00Z,2007-07-04T14:54:00Z,84
2007-07-04 17:54,2007-07-04T17:54:00Z,2007-07-04T16:18:00Z,96
2007-07-04 19:30,2007-07-04T19:30:00Z,2007-07-04T17:54:00Z,96
2007-07-04 20:48,2007-07-04T20:48:00Z,2007-07-04T19:30:00Z,78
2007-07-04 22:30,2007-07-04T22:30:00Z,2007-07-04T20:48:00Z,102
2007-07-05 0:00,2007-07-05T00:00:00Z,2007-07-04T22:30:00Z,90
2007-07-05 1:36,2007-07-05T01:36:00Z,2007-07-05T00:00:00Z,96
2007-07-05 3:00,2007-07-05T03:00:00Z,2007-07-05T01:36:00Z,84
2007-07-05 4:18,2007-07-05T04:18:00Z,2007-07-05T03:00:00Z,78
2007-07-05 5:54,2007-07-05T05:54:00Z,2007-07-05T04:18:00Z,96
2007-07-05 7:24,2007-07-05T07:24:00Z,2007-07-05T05:54:00Z,90
2007-07-05 9:00,2007-07-05T09:00:00Z,2007-07-05T07:24:00Z,96
2007-07-05 10:36,2007-07-05T10:36:00Z,2007-07-05T09:00:00Z,96
2007-07-05 11:54,2007-07-05T11:54:00Z,2007-07-05T10:36:00Z,78
2007-07-05 13:24,2007-07-05T13:24:00Z,2007-07-05T11:54:00Z,90
2007-07-05 14:00,2007-07-05T14:00:00Z,2007-07-05T13:24:00Z,36
2007-07-05 15:00,2007-07-05T15:00:00Z,2007-07-05T14:00:00Z,60
2007-07-05 15:36,2007-07-05T15:36:00Z,2007-07-05T15:00:00Z,36
2007-07-05 16:00,2007-07-05T16:00:00Z,2007-07-05T15:36:00Z,24
2007-07-05 16:24,2007-07-05T16:24:00Z,2007-07-05T16:00:00Z,24
2007-07-05 17:00,2007-07-05T17:00:00Z,2007-07-05T16:24:00Z,36
2007-07-05 17:36,2007-07-05T17:36:00Z,2007-07-05T17:00:00Z,36
2007-07-05 19:12,2007-07-05T19:12:00Z,2007-07-05T17:36:00Z,96
2007-07-05 20:42,2007-07-05T20:42:00Z,2007-07-05T19:12:00Z,90
2007-07-05 22:24,2007-07-05T22:24:00Z,2007-07-05T20:42:00Z,102
2007-07-05 23:42,2007-07-05T23:42:00Z,2007-07-05T22:24:00Z,78
2007-07-06 1:18,2007-07-06T01:18:00Z,2007-07-05T23:42:00Z,96
2007-07-06 2:42,2007-07-06T02:42:00Z,2007-07-06T01:18:00Z,84
2007-07-06 3:42,2007-07-06T03:42:00Z,2007-07-06T02:42:00Z,60
2007-07-06 5:18,2007-07-06T05:18:00Z,2007-07-06T03:42:00Z,96
2007-07-06 6:48,2007-07-06T06:48:00Z,2007-07-06T05:18:00Z,90
2007-07-06 8:12,2007-07-06T08:12:00Z,2007-07-06T06:48:00Z,84
2007-07-06 9:42,2007-07-06T09:42:00Z,2007-07-06T08:12:00Z,90
2007-07-06 11:24,2007-07-06T11:24:00Z,2007-07-06T09:42:00Z,102
2007-07-06 12:54,2007-07-06T12:54:00Z,2007-07-06T11:24:00Z,90
2007-07-06 14:24,2007-07-06T14:24:00Z,2007-07-06T12:54:00Z,90
2007-07-06 14:48,2007-07-06T14:48:00Z,2007-07-06T14:24:00Z,24
2007-07-06 15:54,2007-07-06T15:54:00Z,2007-07-06T14:48:00Z,66
2007-07-06 17:18,2007-07-06T17:18:00Z,2007-07-06T15:54:00Z,84
2007-07-06 19:00,2007-07-06T19:00:00Z,2007-07-06T17:18:00Z,102
2007-07-06 20:24,2007-07-06T20:24:00Z,2007-07-06T19:00:00Z,84
2007-07-06 21:54,2007-07-06T21:54:00Z,2007-07-06T20:24:00Z,90
2007-07-06 23:30,2007-07-06T23:30:00Z,2007-07-06T21:54:00Z,96
2007-07-07 1:12,2007-07-07T01:12:00Z,2007-07-06T23:30:00Z,102
2007-07-07 2:42,2007-07-07T02:42:00Z,2007-07-07T01:12:00Z,90
2007-07-07 4:06,2007-07-07T04:06:00Z,2007-07-07T02:42:00Z,84
2007-07-07 5:42,2007-07-07T05:42:00Z,2007-07-07T04:06:00Z,96
2007-07-07 7:06,2007-07-07T07:06:00Z,2007-07-07T05:42:00Z,84
2007-07-07 8:48,2007-07-07T08:48:00Z,2007-07-07T07:06:00Z,102
2007-07-07 10:18,2007-07-07T10:18:00Z,2007-07-07T08:48:00Z,90
2007-07-07 11:54,2007-07-07T11:54:00Z,2007-07-07T10:18:00Z,96
2007-07-07 12:30,2007-07-07T12:30:00Z,2007-07-07T11:54:00Z,36
2007-07-07 13:18,2007-07-07T13:18:00Z,2007-07-07T12:30:00Z,48
2007-07-07 14:54,2007-07-07T14:54:00Z,2007-07-07T13:18:00Z,96
2007-07-07 16:36,2007-07-07T16:36:00Z,2007-07-07T14:54:00Z,102
2007-07-07 18:18,2007-07-07T18:18:00Z,2007-07-07T16:36:00Z,102
2007-07-07 19:36,2007-07-07T19:36:00Z,2007-07-07T18:18:00Z,78
2007-07-07 21:06,2007-07-07T21:06:00Z,2007-07-07T19:36:00Z,90
2007-07-07 22:36,2007-07-07T22:36:00Z,2007-07-07T21:06:00Z,90
2007-07-08 0:24,2007-07-08T00:24:00Z,2007-07-07T22:36:00Z,108
2007-07-08 1:48,2007-07-08T01:48:00Z,2007-07-08T00:24:00Z,84
2007-07-08 3:18,2007-07-08T03:18:00Z,2007-07-08T01:48:00Z,90
2007-07-08 4:48,2007-07-08T04:48:00Z,2007-07-08T03:18:00Z,90
2007-07-08 6:18,2007-07-08T06:18:00Z,2007-07-08T04:48:00Z,90
2007-07-08 7:42,2007-07-08T07:42:00Z,2007-07-08T06:18:00Z,84
2007-07-08 9:18,2007-07-08T09:18:00Z,2007-07-08T07:42:00Z,96
2007-07-08 10:48,2007-07-08T10:48:00Z,2007-07-08T09:18:00Z,90
2007-07-08 12:24,2007-07-08T12:24:00Z,2007-07-08T10:48:00Z,96
2007-07-08 13:48,2007-07-08T13:48:00Z,2007-07-08T12:24:00Z,84
2007-07-08 15:24,2007-07-08T15:24:00Z,2007-07-08T13:48:00Z,96
2007-07-08 16:54,2007-07-08T16:54:00Z,2007-07-08T15:24:00Z,90
2007-07-08 18:24,2007-07-08T18:24:00Z,2007-07-08T16:54:00Z,90
2007-07-08 19:54,2007-07-08T19:54:00Z,2007-07-08T18:24:00Z,90
2007-07-08 21:30,2007-07-08T21:30:00Z,2007-07-08T19:54:00Z,96
2007-07-08 22:48,2007-07-08T22:48:00Z,2007-07-08T21:30:00Z,78
2007-07-09 0:24,2007-07-09T00:24:00Z,2007-07-08T22:48:00Z,96
2007-07-09 1:54,2007-07-09T01:54:00Z,2007-07-09T00:24:00Z,90
2007-07-09 3:30,2007-07-09T03:30:00Z,2007-07-09T01:54:00Z,96
2007-07-09 5:06,2007-07-09T05:06:00Z,2007-07-09T03:30:00Z,96
2007-07-09 6:48,2007-07-09T06:48:00Z,2007-07-09T05:06:00Z,102
2007-07-09 8:18,2007-07-09T08:18:00Z,2007-07-09T06:48:00Z,90
2007-07-09 9:54,2007-07-09T09:54:00Z,2007-07-09T08:18:00Z,96
2007-07-09 11:24,2007-07-09T11:24:00Z,2007-07-09T09:54:00Z,90
2007-07-09 12:54,2007-07-09T12:54:00Z,2007-07-09T11:24:00Z,90
2007-07-09 14:30,2007-07-09T14:30:00Z,2007-07-09T12:54:00Z,96
2007-07-09 15:54,2007-07-09T15:54:00Z,2007-07-09T14:30:00Z,84
2007-07-09 17:30,2007-07-09T17:30:00Z,2007-07-09T15:54:00Z,96
2007-07-09 18:54,2007-07-09T18:54:00Z,2007-07-09T17:30:00Z,84
2007-07-09 20:30,2007-07-09T20:30:00Z,2007-07-09T18:54:00Z,96
2007-07-09 21:48,2007-07-09T21:48:00Z,2007-07-09T20:30:00Z,78
2007-07-09 23:24,2007-07-09T23:24:00Z,2007-07-09T21:48:00Z,96
2007-07-10 0:48,2007-07-10T00:48:00Z,2007-07-09T23:24:00Z,84
2007-07-10 2:12,2007-07-10T02:12:00Z,2007-07-10T00:48:00Z,84
2007-07-10 3:42,2007-07-10T03:42:00Z,2007-07-10T02:12:00Z,90
2007-07-10 5:18,2007-07-10T05:18:00Z,2007-07-10T03:42:00Z,96
2007-07-10 6:48,2007-07-10T06:48:00Z,2007-07-10T05:18:00Z,90
2007-07-10 8:24,2007-07-10T08:24:00Z,2007-07-10T06:48:00Z,96
2007-07-10 9:54,2007-07-10T09:54:00Z,2007-07-10T08:24:00Z,90
2007-07-10 11:36,2007-07-10T11:36:00Z,2007-07-10T09:54:00Z,102
2007-07-10 12:12,2007-07-10T12:12:00Z,2007-07-10T11:36:00Z,36
2007-07-10 13:12,2007-07-10T13:12:00Z,2007-07-10T12:12:00Z,60
2007-07-10 13:48,2007-07-10T13:48:00Z,2007-07-10T13:12:00Z,36
2007-07-10 14:42,2007-07-10T14:42:00Z,2007-07-10T13:48:00Z,54
2007-07-10 16:18,2007-07-10T16:18:00Z,2007-07-10T14:42:00Z,96
2007-07-10 17:42,2007-07-10T17:42:00Z,2007-07-10T16:18:00Z,84
2007-07-10 19:24,2007-07-10T19:24:00Z,2007-07-10T17:42:00Z,102
2007-07-10 20:42,2007-07-10T20:42:00Z,2007-07-10T19:24:00Z,78
2007-07-10 22:18,2007-07-10T22:18:00Z,2007-07-10T20:42:00Z,96
2007-07-10 23:42,2007-07-10T23:42:00Z,2007-07-10T22:18:00Z,84
2007-07-11 1:18,2007-07-11T01:18:00Z,2007-07-10T23:42:00Z,96
2007-07-11 2:36,2007-07-11T02:36:00Z,2007-07-11T01:18:00Z,78
2007-07-11 4:12,2007-07-11T04:12:00Z,2007-07-11T02:36:00Z,96
2007-07-11 5:42,2007-07-11T05:42:00Z,2007-07-11T04:12:00Z,90
2007-07-11 7:06,2007-07-11T07:06:00Z,2007-07-11T05:42:00Z,84
2007-07-11 8:48,2007-07-11T08:48:00Z,2007-07-11T07:06:00Z,102
2007-07-11 10:18,2007-07-11T10:18:00Z,2007-07-11T08:48:00Z,90
2007-07-11 11:42,2007-07-11T11:42:00Z,2007-07-11T10:18:00Z,84
2007-07-11 12:12,2007-07-11T12:12:00Z,2007-07-11T11:42:00Z,30
2007-07-11 13:12,2007-07-11T13:12:00Z,2007-07-11T12:12:00Z,60
2007-07-11 13:36,2007-07-11T13:36:00Z,2007-07-11T13:12:00Z,24
2007-07-11 14:48,2007-07-11T14:48:00Z,2007-07-11T13:36:00Z,72
2007-07-11 15:18,2007-07-11T15:18:00Z,2007-07-11T14:48:00Z,30
2007-07-11 16:18,2007-07-11T16:18:00Z,2007-07-11T15:18:00Z,60
2007-07-11 17:48,2007-07-11T17:48:00Z,2007-07-11T16:18:00Z,90
2007-07-11 19:18,2007-07-11T19:18:00Z,2007-07-11T17:48:00Z,90
2007-07-11 20:48,2007-07-11T20:48:00Z,2007-07-11T19:18:00Z,90
2007-07-11 22:42,2007-07-11T22:42:00Z,2007-07-11T20:48:00Z,114
2007-07-12 0:06,2007-07-12T00:06:00Z,2007-07-11T22:42:00Z,84
2007-07-12 1:42,2007-07-12T01:42:00Z,2007-07-12T00:06:00Z,96
2007-07-12 3:00,2007-07-12T03:00:00Z,2007-07-12T01:42:00Z,78
2007-07-12 4:48,2007-07-12T04:48:00Z,2007-07-12T03:00:00Z,108
2007-07-12 6:12,2007-07-12T06:12:00Z,2007-07-12T04:48:00Z,84
2007-07-12 7:54,2007-07-12T07:54:00Z,2007-07-12T06:12:00Z,102
2007-07-12 9:18,2007-07-12T09:18:00Z,2007-07-12T07:54:00Z,84
2007-07-12 10:48,2007-07-12T10:48:00Z,2007-07-12T09:18:00Z,90
2007-07-12 12:18,2007-07-12T12:18:00Z,2007-07-12T10:48:00Z,90
2007-07-12 13:54,2007-07-12T13:54:00Z,2007-07-12T12:18:00Z,96
2007-07-12 15:30,2007-07-12T15:30:00Z,2007-07-12T13:54:00Z,96
2007-07-12 16:54,2007-07-12T16:54:00Z,2007-07-12T15:30:00Z,84
2007-07-12 18:30,2007-07-12T18:30:00Z,2007-07-12T16:54:00Z,96
2007-07-12 19:54,2007-07-12T19:54:00Z,2007-07-12T18:30:00Z,84
2007-07-12 21:36,2007-07-12T21:36:00Z,2007-07-12T19:54:00Z,102
2007-07-12 23:06,2007-07-12T23:06:00Z,2007-07-12T21:36:00Z,90
2007-07-13 0:36,2007-07-13T00:36:00Z,2007-07-12T23:06:00Z,90
2007-07-13 2:06,2007-07-13T02:06:00Z,2007-07-13T00:36:00Z,90
2007-07-13 3:48,2007-07-13T03:48:00Z,2007-07-13T02:06:00Z,102
2007-07-13 5:06,2007-07-13T05:06:00Z,2007-07-13T03:48:00Z,78
2007-07-13 6:12,2007-07-13T06:12:00Z,2007-07-13T05:06:00Z,66
2007-07-13 7:42,2007-07-13T07:42:00Z,2007-07-13T06:12:00Z,90
2007-07-13 9:12,2007-07-13T09:12:00Z,2007-07-13T07:42:00Z,90
2007-07-13 10:42,2007-07-13T10:42:00Z,2007-07-13T09:12:00Z,90
2007-07-13 11:12,2007-07-13T11:12:00Z,2007-07-13T10:42:00Z,30
2007-07-13 11:48,2007-07-13T11:48:00Z,2007-07-13T11:12:00Z,36
2007-07-13 12:18,2007-07-13T12:18:00Z,2007-07-13T11:48:00Z,30
2007-07-13 12:48,2007-07-13T12:48:00Z,2007-07-13T12:18:00Z,30
2007-07-13 13:36,2007-07-13T13:36:00Z,2007-07-13T12:48:00Z,48
2007-07-13 14:00,2007-07-13T14:00:00Z,2007-07-13T13:36:00Z,24
2007-07-13 15:12,2007-07-13T15:12:00Z,2007-07-13T14:00:00Z,72
2007-07-13 16:36,2007-07-13T16:36:00Z,2007-07-13T15:12:00Z,84
2007-07-13 18:12,2007-07-13T18:12:00Z,2007-07-13T16:36:00Z,96
2007-07-13 19:36,2007-07-13T19:36:00Z,2007-07-13T18:12:00Z,84
2007-07-13 21:12,2007-07-13T21:12:00Z,2007-07-13T19:36:00Z,96
2007-07-13 22:36,2007-07-13T22:36:00Z,2007-07-13T21:12:00Z,84
2007-07-14 0:00,2007-07-14T00:00:00Z,2007-07-13T22:36:00Z,84
2007-07-14 1:30,2007-07-14T01:30:00Z,2007-07-14T00:00:00Z,90
2007-07-14 3:00,2007-07-14T03:00:00Z,2007-07-14T01:30:00Z,90
2007-07-14 4:24,2007-07-14T04:24:00Z,2007-07-14T03:00:00Z,84
2007-07-14 6:06,2007-07-14T06:06:00Z,2007-07-14T04:24:00Z,102
2007-07-14 7:30,2007-07-14T07:30:00Z,2007-07-14T06:06:00Z,84
2007-07-14 8:54,2007-07-14T08:54:00Z,2007-07-14T07:30:00Z,84
2007-07-14 10:30,2007-07-14T10:30:00Z,2007-07-14T08:54:00Z,96
2007-07-14 12:00,2007-07-14T12:00:00Z,2007-07-14T10:30:00Z,90
2007-07-14 12:24,2007-07-14T12:24:00Z,2007-07-14T12:00:00Z,24
2007-07-14 13:24,2007-07-14T13:24:00Z,2007-07-14T12:24:00Z,60
2007-07-14 13:54,2007-07-14T13:54:00Z,2007-07-14T13:24:00Z,30
2007-07-14 15:00,2007-07-14T15:00:00Z,2007-07-14T13:54:00Z,66
2007-07-14 16:42,2007-07-14T16:42:00Z,2007-07-14T15:00:00Z,102
2007-07-14 18:12,2007-07-14T18:12:00Z,2007-07-14T16:42:00Z,90
2007-07-14 19:48,2007-07-14T19:48:00Z,2007-07-14T18:12:00Z,96
2007-07-14 21:12,2007-07-14T21:12:00Z,2007-07-14T19:48:00Z,84
2007-07-14 22:48,2007-07-14T22:48:00Z,2007-07-14T21:12:00Z,96
2007-07-15 0:12,2007-07-15T00:12:00Z,2007-07-14T22:48:00Z,84
2007-07-15 1:36,2007-07-15T01:36:00Z,2007-07-15T00:12:00Z,84
2007-07-15 3:12,2007-07-15T03:12:00Z,2007-07-15T01:36:00Z,96
2007-07-15 4:42,2007-07-15T04:42:00Z,2007-07-15T03:12:00Z,90
2007-07-15 6:18,2007-07-15T06:18:00Z,2007-07-15T04:42:00Z,96
2007-07-15 7:54,2007-07-15T07:54:00Z,2007-07-15T06:18:00Z,96
2007-07-15 9:24,2007-07-15T09:24:00Z,2007-07-15T07:54:00Z,90
2007-07-15 10:48,2007-07-15T10:48:00Z,2007-07-15T09:24:00Z,84
2007-07-15 11:12,2007-07-15T11:12:00Z,2007-07-15T10:48:00Z,24
2007-07-15 11:36,2007-07-15T11:36:00Z,2007-07-15T11:12:00Z,24
2007-07-15 12:30,2007-07-15T12:30:00Z,2007-07-15T11:36:00Z,54
2007-07-15 12:54,2007-07-15T12:54:00Z,2007-07-15T12:30:00Z,24
2007-07-15 14:00,2007-07-15T14:00:00Z,2007-07-15T12:54:00Z,66
2007-07-15 14:42,2007-07-15T14:42:00Z,2007-07-15T14:00:00Z,42
2007-07-15 15:30,2007-07-15T15:30:00Z,2007-07-15T14:42:00Z,48
2007-07-15 17:00,2007-07-15T17:00:00Z,2007-07-15T15:30:00Z,90
2007-07-15 18:24,2007-07-15T18:24:00Z,2007-07-15T17:00:00Z,84
2007-07-15 20:00,2007-07-15T20:00:00Z,2007-07-15T18:24:00Z,96
2007-07-15 21:30,2007-07-15T21:30:00Z,2007-07-15T20:00:00Z,90
2007-07-15 22:48,2007-07-15T22:48:00Z,2007-07-15T21:30:00Z,78
2007-07-16 0:18,2007-07-16T00:18:00Z,2007-07-15T22:48:00Z,90
2007-07-16 1:42,2007-07-16T01:42:00Z,2007-07-16T00:18:00Z,84
2007-07-16 3:24,2007-07-16T03:24:00Z,2007-07-16T01:42:00Z,102
2007-07-16 4:48,2007-07-16T04:48:00Z,2007-07-16T03:24:00Z,84
